TRIMEC S. A. (encargo y compra)|Trimec S.A.|5||||||||
Triple-S Salud|Triple-S Salud|7||||||||
TUILSU/FHCE/UdelaR|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
TUILSU; Facultad de Humanidades y Ciencias de la Educación, UdelaR|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
U. S. Department of Energy, Office of Basic Energy Sciences, Universidad de Minnesota|Department of Energy U.S.|10|Basic Energy Sciences|10|Universidad de Minnesota|1||||
UBA- Agencia Nacional de Ciencia y Tecnología (PICTR 00177)|Universidad de Buenos Aires|2|Agencia Nacional de Ciencia y Tecnología|10||||||
UBA-Agencia Nacional de Ciencia y Tecnología (PICTR 00177)|Universidad de Buenos Aires|2|Agencia Nacional de Ciencia y Tecnología|10||||||
UCD - Universidad de California, Davies. Proyecto cooperación|Universidad de California|2||||||||
UCUDAL|Universidad Católica del Uruguay|1||||||||
UdelaR|Universidad de la República|1||||||||
UdelaR (CSEAM), DGDR - MGAP, INJU (FIJ), CNFR, Grupos Juveniles Locales|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1|Dirección General de Desarrollo Rural|3|Ministerio de Ganadería Agricultura y Pesca |3|Instituto Nacional de la Juventud|3|Comisión Nacional de Fomento Rural|51
UDELAR - CSIC|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
UDELAR - Facultad de Química , ACELU|Facultad de Química-UDELAR|1|Asociación Celíaca del Uruguay|9||||||
UdelaR -CSIC|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
UDELAR Comisión Sectorial de Enseñanza|Comisión Sectorial de Enseñanza-UDELAR|1||||||||
UDELAR y Universidad Autónoma de Barcelona.|Universidad de la República|1|Universidad Autónoma de Barcelona|2||||||
UdelaR+Particular|Universidad de la República|1||||||||
Udelar, CNAM Francia|Conservatoire National des Arts et Métiers |2||||||||
UDELAR, CSIC|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
UdelaR, CSIC, ANII|Comisión Sectorial de Investigación Científica-UDELAR|1|Agencia Nacional de Investigación e Innovación|3||||||
UDELAR, Facultad de Química, Polo Tecnológico de Pando|Facultad de Química-UDELAR|1|Parque Científico y Tecnológico de Pando-UDELAR|1||||||
UdelaR, PEDECIBA Química, DICYT, CSIC|Universidad de la República|1|Programa de Desarrollo de las Ciencias Básicas|1|Dirección de Innovación, Ciencia y Tecnología |3|Comisión Sectorial de Investigación Científica-UDELAR|1||
UdelaR, Proyectos 205 de Contrapartida de Convenios.|Universidad de la República|1||||||||
Udelar,CNAM Francia|Universidad de la República|1|Conservatoire National des Arts et Métiers |2||||||
UDELAR-  Carrera de Ingeniería de Alimentos e  Instituto deIngeniería Química - Facultad de Ingeniería|Facultad de Ingeniería-UDELAR|1||||||||
UDELAR- CCI|Comisión Coordinadora del Interior-UDELAR|1||||||||
Udelar- CSE|Comisión Sectorial de Enseñanza-UDELAR|1||||||||
UDELAR-Carrera de Ing. de Alimentos e Instirto de Ing. Química- Fac. de Ingeniería|Facultad de Ingeniería-UDELAR|1||||||||
UDELAR-FQ|Facultad de Química-UDELAR|1||||||||
UdelaR-PEDECIBA|Programa de Desarrollo de las Ciencias Básicas|1||||||||
Udelar/CSIC|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
UE y empresa privada|Universidad de la Empresa|1||||||||
UNA-ONU, PNUD|Universidad Nacional de Artes|2|Organización de las Naciones Unidas|1|Programa de las Naciones Unidad para el Desarrollo|10||||
UNCuyo|Universidad Nacional de Cuyo|2||||||||
UNESCO|Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura |10||||||||
UNESCO y Poder Legislativo|Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura |10|Poder Legislativo|3||||||
UNESP|UNESP|2||||||||
UNESP, Nucleo de Innovaçao Tecnologica, Universidad Estadual Paulista, Brasil|UNESP|2||||||||
UNFPA|Fondo de Población de las Naciones Unidas|10||||||||
UNFPA e INE|Fondo de Población de las Naciones Unidas|10|Instituto Nacional de Estadística|3||||||
UNICEF|Fondo de las Naciones Unidas para la Infancia|10||||||||
Unidad Central de Educación Permanente|Unidad Central de Educación Permanente|1||||||||
Unidad de Extensión Universitaria Universidad de la República, IET-Fac. Ingeniería, UTU|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1|Facultad de Ingeniería-UDELAR|1|Universidad del Trabajo (UTU)|1||||
UNIFEM-INMUJERES|Fondo de Desarrollo de las Naciones Unidas para la Mujer|10|Instituto Nacional de las Mujeres|3||||||
Unión Europea|Unión Europea|10||||||||
Unión Europea (ERC)|Unión Europea|10||||||||
Union Europea (FP7)|Unión Europea|10||||||||
Union Europea e INIA|Unión Europea|10||||||||
Union Europea, programa @LIS|Unión Europea|10||||||||
Unión Latina|Unión Latina|10||||||||
Universidad Autónoma de Barcelona|Universidad Autónoma de Barcelona|2||||||||
Universidad Autónoma Metropolitana de México|Universidad Autónoma Metropolitana de México|2||||||||
Universidad Católica|Universidad Católica del Uruguay|1||||||||
Universidad Católica del Uruguay|Universidad Católica del Uruguay|1||||||||
Universidad Católica del Uruguay. Centro Cultural España|Universidad Católica del Uruguay|1|Centro Cultural de España|9||||||
Universidad de Alicante, Centro de Estudios de la Mujer (CEM)|Universidad de Alicante|2|Centro de Estudios de la Mujer|9||||||
Universidad de Bielefeld|Universidad de Bielefeld|2||||||||
Universidad de California en Davis|Universidad de California en Davis|2||||||||
Universidad de Castilla - La Mancha|Universidad de Castilla - La Mancha|2||||||||
Universidad de Chile|Universidad de Chile|2||||||||
Universidad de la Empresa|Universidad de la Empresa|1||||||||
Universidad de la República|Universidad de la República|1||||||||
Universidad de la República (Comisión Sectorial de Investigación Científica/Escuela Universitaria de Música)|Comisión Sectorial de Investigación Científica-UDELAR|1|Escuela Universitaria de Música-UDELAR|1||||||
Universidad de la República (CSIC) y UNICEF|Comisión Sectorial de Investigación Científica-UDELAR|1|Fondo de las Naciones Unidas para la Infancia|10||||||
Universidad de la República (CSIC), Unicef|Comisión Sectorial de Investigación Científica-UDELAR|1|Fondo de las Naciones Unidas para la Infancia|10||||||
Universidad de la República - ANII|Universidad de la República|1|Agencia Nacional de Investigación e Innovación|3||||||
Universidad de la República - Comisión Sectorial de Investigación Científica|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
Universidad de la republica - CSIC|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
Universidad de la República - ENCE|Universidad de la República|1|ENCE|8||||||
Universidad de la República - PDT - Pentaler SA|Universidad de la República|1|Programa Desarrollo Tecnológico|3|Pentaler SA|5||||
Universidad de la República e Instituto de Cine y Audiovisual|Universidad de la República|1|Instituto de Cine y Audiovisual|3||||||
Universidad de la República e Intendencia de Montevideo|Universidad de la República|1|Intendencia de Montevideo|3||||||
Universidad de la República Flor de Ceibo - Facultad de Psicología|Flor de Ceibo|1|Facultad de Psicología-UDELAR|1||||||
Universidad de la República y Center for Appied Energy Research (EEUU)|Universidad de la República|1|Center for Applied Energy Research|2||||||
Universidad de la República y Fundación Julio Ricaldoni|Universidad de la República|1|Fundación Julio Ricaldoni |1||||||
Universidad de la República, CSIC|Comisión Sectorial de Investigación Científica-UDELAR|1||||||||
Universidad de la República, Hospital de Clínicas|Hospital de Clínicas-UDELAR|1||||||||
Universidad de la República.|Universidad de la República|1||||||||
Universidad de la República/CSEP|Comisión Sectorial de Educación Permanente-UDELAR|1||||||||
Universidad de la República/TV-Universidad Nacional Autonama de Mexico. PIT-CNT y otros|Universidad de la República|1|Universidad Nacional Autónoma de México|2|PITCNT|9||||
Universidad de Minnesota, Minneapolis, USA|Universidad de Minnesota|2||||||||
Universidad de Montevideo|Universidad de Montevideo|1||||||||
Universidad de Poitiers y Universidad de la Empresa|Universidad de Poitiers|2|Universidad de la Empresa|1||||||
Universidad de Santiago de Compostela|Universidad de Santiago de Compostela|2||||||||
Universidad de Santiago de Compostela . Laborario de A querología del Paisaje|Universidad de Santiago de Compostela|2|Laborario de Arquerología del Paisaje|1||||||
Universidad de Sevilla / CICUS|Universidad de Sevilla|2||||||||
Universidad de Strathclyde, Glasgow, Escocia.|Universidad de Strathclyde|2||||||||
Universidad de Valencia. UDELAR (mediante el programa 720)|Universidad de Valencia|2|Universidad de la República|1||||||
Universidad del País Vasco,  Colegio Oficial de Arquitectos Vasco - Navarro|Universidad del País Vasco|2|Colegio Oficial de Arquitectos Vasco - Navarro|9||||||
Universidad Miskolc|Universidad Miskolc|2||||||||
Universidad Nacional de Colombia Sede Medellín|Universidad Nacional de Colombia|2||||||||
Universidad Nacional de Educación a Distancia (UNED)|Universidad Nacional de Educación a Distancia|2||||||||
Universidad ORT|Universidad ORT|1||||||||
Universidad ORT Uruguay|Universidad ORT|1||||||||
Universidad ORT Uruguay - Universidad Autónoma de Barcelona|Universidad ORT|1|Universidad Autónoma de Barcelona|2||||||
University of Edinburgh|University of Edinburgh|2||||||||
University of Florida|University of Florida|2||||||||
University of Illinois at Urbana, Champagne; Universidad Católica del Uruguay|University of Illinois at Urbana, Champagne|2|Universidad  Católica del Uruguay|1||||||
University Of Illinois at Urbana, Champaign, EE.UU. & Universidad Católica del Uruguay|University of Illinois at Urbana, Champagne|2|Universidad  Católica del Uruguay|1||||||
University of Minnesota|University of Minnesota|2||||||||
University of Tokyo|University of Tokyo|2||||||||
University of Wales, Newport|University of Wales|2||||||||
UNPFA|Fondo de Población de las Naciones Unidas|10||||||||
UNPFA Fondo de Población de las Naciones Unidas , INE Instituto Nacional de Estadística, Facultad de Ciencias Sociales, UDELAR|Fondo de Población de las Naciones Unidas|10|Instituto Nacional de Estadística|3|Facultad de Ciencias Sociales-UDELAR|1||||
UNRC, Argentina|Universidad Nacional de Río Cuarto|2||||||||
UPM|UPM|8||||||||
UPM- INIA|UPM|8|Instituto Nacional de Investigación Agropecuaria |1||||||
URV, UdelaR, PDT|Universidad Rovira i Virgili|2|Universidad de la República|1|Programa Desarrollo Tecnológico|3||||
US Fish and Wildlife Service|US Fish and Wildlife Service|10||||||||
UTE|Administración Nacional de Usinas y Transmisiones Eléctricas|4||||||||
UTE (Administración Nacional de Usinas y Transmisiones Eléctricas)|Administración Nacional de Usinas y Transmisiones Eléctricas|4||||||||
UTE - ANII|Administración Nacional de Usinas y Transmisiones Eléctricas|4|Agencia Nacional de Investigación e Innovación|3||||||
UTEC|Universidad Tecnológica del Uruguay|1||||||||
UTU/LATU/FQ|Laboratorio Tecnológico del Uruguay|1|Facultad de Química-UDELAR|1||||||
varias||||||||||
Varias (NSF, U.Washington, Google, Microsoft, etc.)|NSF|2|U.Washington|2|Google|8|Microsoft|8||
Versión previa (5.9) CSIC-Udelar; versión actual (6.0) MGAP-Banco Mundial|Comisión Sectorial de Investigación Científica-UDELAR|1|Ministerio de Ganadería, Agricultura y Pesca|3|Banco Mundial|10||||
Vinos Finos Juan Carrau S.A.|Vinos Finos Juan Carrau S.A.|8||||||||
Vinos Finos Juan Carrau S.A. y Programa PDT|Vinos Finos Juan Carrau S.A.|8|Programa Desarrollo Tecnológico|3||||||
Vinos Finos Juan Carrau S.A. y UdelaR|Vinos Finos Juan Carrau S.A.|8|Universidad de la República|1||||||
Vinos Finos Juan Carrau S.A.,  proyecto ANII y MIEM Biotecnologia|Vinos Finos Juan Carrau S.A.|8|Agencia Nacional de Investigación e Innovación|3|Ministerio de Industria, Energía y Minería|3||||
Vis Magnetica|Vis Magnetica|8||||||||
Wageningen University|Wageningen University|2||||||||
Wales Arts International / Creative Wales Award|Wales Arts International |10|Creative Wales Award|10||||||
Weyerhaaeuser|Weyerhaeuser|8||||||||
Weyerhaeuser|Weyerhaeuser|8||||||||
Weyerhaeuser Productos S.A.|Weyerhaeuser Productos SA|5||||||||
Weyerhaeuser Products Uruguay|Weyerhaeuser Productos SA|5||||||||
Weyerhaeuser S.A.|Weyerhaeuser Productos SA|5||||||||
WHO-TDR-IDRC-OPS|Organización Mundial de la Salud|10|IDRC|10|Organización Panamericana de la Salud|10||||
World Health Organiztion, TDR For research on diseases of poverty|Organización Mundial de la Salud|10||||||||
WUR|Wageningen University & Research |2||||||||
